season,team,conference,state,score,todisplay,bgcolor,fgcolor
1992,Purdue,B1G,Indiana,18,8-10 B1G,#FFFFFF,#000000
1992,Minnesota,B1G,Minnesota,16,8-10 B1G,#FFFFFF,#000000
1992,Illinois,B1G,Illinois,13,7-11 B1G,#FFFFFF,#000000
1992,Wisconsin,B1G,Wisconsin,13,4-14 B1G,#FFFFFF,#000000
1992,Northwestern,B1G,Illinois,9,2-16 B1G,#FFFFFF,#000000
1992,UNLV,BWst,Nevada,26,18-0 BWst,#FFFFFF,#000000
1992,UC Santa Barbara,BWst,California,20,13-5 BWst,#FFFFFF,#000000
1992,New Mexico St.,BWst,New Mexico,45,"12-6 BWst
Sweet 16",#8C0B42,#FFFFFF
1992,Long Beach St.,BWst,California,18,11-7 BWst,#FFFFFF,#000000
1992,Utah St.,BWst,Utah,16,10-8 BWst,#FFFFFF,#000000
1992,Pacific,BWst,California,14,8-10 BWst,#FFFFFF,#000000
1992,Cal St. Fullerton,BWst,California,12,8-10 BWst,#FFFFFF,#000000
1992,Fresno St.,BWst,California,15,6-12 BWst,#FFFFFF,#000000
1992,UC Irvine,BWst,California,7,3-15 BWst,#FFFFFF,#000000
1992,San Jose St.,BWst,California,2,1-17 BWst,#FFFFFF,#000000
1992,Richmond,CAA,Virginia,22,12-2 CAA,#FFFFFF,#000000
1992,James Madison,CAA,Virginia,21,12-2 CAA,#FFFFFF,#000000
1992,American,CAA,D.C.,11,8-6 CAA,#FFFFFF,#000000
1992,Old Dominion,CAA,Virginia,25,"8-6 CAA
NCAA 64",#043657,#FFFFFF
1992,UNCW,CAA,North Carolina,13,6-8 CAA,#FFFFFF,#000000
1992,East Carolina,CAA,North Carolina,10,4-10 CAA,#FFFFFF,#000000
1992,William & Mary,CAA,Virginia,10,3-11 CAA,#FFFFFF,#000000
1992,George Mason,CAA,Virginia,7,3-11 CAA,#FFFFFF,#000000
1992,Hofstra,ECC,New York,20,10-2 ECC,#FFFFFF,#000000
1992,Towson,ECC,Maryland,17,9-3 ECC,#FFFFFF,#000000
1992,Rider,ECC,New Jersey,16,9-3 ECC,#FFFFFF,#000000
1992,UMBC,ECC,Maryland,10,8-4 ECC,#FFFFFF,#000000
1992,Central Conn. St.,ECC,Connecticut,7,3-9 ECC,#FFFFFF,#000000
1992,Buffalo,ECC,New York,2,0-12 ECC,#FFFFFF,#000000
1992,Cincinnati,GMWC,Ohio,59,"8-2 GMWC
Final 4",#E00122,#FFFFFF
1992,DePaul,GMWC,Illinois,30,"8-2 GMWC
NCAA 64",#003DA5,#FFFFFF
1992,Memphis,GMWC,Tennessee,48,"5-5 GMWC
Elite 8",#004991,#FFFFFF
1992,Marquette,GMWC,Wisconsin,16,5-5 GMWC,#FFFFFF,#000000
1992,UAB,GMWC,Alabama,20,4-6 GMWC,#FFFFFF,#000000
1992,Saint Louis,GMWC,Missouri,5,0-10 GMWC,#FFFFFF,#000000
1992,Kansas City,Ind,Missouri,21,21-7,#FFFFFF,#000000
1992,Penn St.,Ind,Pennsylvania,21,21-8,#FFFFFF,#000000
1992,Milwaukee,Ind,Wisconsin,20,20-8,#FFFFFF,#000000
1992,Southern Utah,Ind,Utah,20,20-8,#FFFFFF,#000000
1992,Col. of Charleston,Ind,South Carolina,19,19-8,#FFFFFF,#000000
1992,Notre Dame,Ind,Indiana,18,18-15,#FFFFFF,#000000
1992,CSUN,Ind,California,11,11-17,#FFFFFF,#000000
1992,Chicago St.,Ind,Illinois,7,7-21,#FFFFFF,#000000
1992,UNC Greensboro,Ind,North Carolina,7,7-21,#FFFFFF,#000000
1992,Youngstown St.,Ind,Ohio,6,6-22,#FFFFFF,#000000
1992,Sacramento St.,Ind,California,4,4-24,#FFFFFF,#000000
1992,Princeton,Ivy,New Jersey,32,"12-2 Ivy
NCAA 64",#E77500,#FFFFFF
1992,Penn,Ivy,Pennsylvania,16,9-5 Ivy,#FFFFFF,#000000
1992,Columbia,Ivy,New York,10,8-6 Ivy,#FFFFFF,#000000
1992,Yale,Ivy,Connecticut,17,7-7 Ivy,#FFFFFF,#000000
1992,Brown,Ivy,Rhode Island,11,5-9 Ivy,#FFFFFF,#000000
1992,Dartmouth,Ivy,New Hampshire,10,5-9 Ivy,#FFFFFF,#000000
1992,Cornell,Ivy,New York,7,5-9 Ivy,#FFFFFF,#000000
1992,Harvard,Ivy,Massachusetts,6,5-9 Ivy,#FFFFFF,#000000
1992,Manhattan,MAAC,New York,25,13-3 MAAC,#FFFFFF,#000000
1992,La Salle,MAAC,Pennsylvania,30,"12-4 MAAC
NCAA 64",#003356,#FFCE00
1992,Siena,MAAC,New York,19,11-5 MAAC,#FFFFFF,#000000
1992,Loyola Maryland,MAAC,Maryland,14,10-6 MAAC,#FFFFFF,#000000
1992,Iona,MAAC,New York,14,8-8 MAAC,#FFFFFF,#000000
1992,Niagara,MAAC,New York,14,8-8 MAAC,#FFFFFF,#000000
1992,Fairfield,MAAC,Connecticut,8,4-12 MAAC,#FFFFFF,#000000
1992,Saint Peter's,MAAC,New Jersey,8,3-13 MAAC,#FFFFFF,#000000
1992,Canisius,MAAC,New York,8,3-13 MAAC,#FFFFFF,#000000
1992,Miami (OH),MAC,Ohio,33,"13-3 MAC
NCAA 64",#C41230,#FFFFFF
1992,Ball St.,MAC,Indiana,24,11-5 MAC,#FFFFFF,#000000
1992,Western Mich.,MAC,Michigan,21,11-5 MAC,#FFFFFF,#000000
1992,Ohio,MAC,Ohio,18,10-6 MAC,#FFFFFF,#000000
1992,Bowling Green,MAC,Ohio,14,8-8 MAC,#FFFFFF,#000000
1992,Kent St.,MAC,Ohio,9,6-10 MAC,#FFFFFF,#000000
1992,Central Mich.,MAC,Michigan,12,6-10 MAC,#FFFFFF,#000000
1992,Eastern Mich.,MAC,Michigan,9,4-12 MAC,#FFFFFF,#000000
1992,Toledo,MAC,Ohio,7,3-13 MAC,#FFFFFF,#000000
1992,N.C. A&T,MEAC,North Carolina,18,12-4 MEAC,#FFFFFF,#000000
1992,Howard,MEAC,D.C.,27,"12-4 MEAC
NCAA 64",#003A63,#FFFFFF
1992,Florida A&M,MEAC,Florida,16,11-5 MEAC,#FFFFFF,#000000
1992,Coppin St.,MEAC,Maryland,15,9-7 MEAC,#FFFFFF,#000000
1992,South Carolina St.,MEAC,South Carolina,14,9-7 MEAC,#FFFFFF,#000000
1992,Delaware St.,MEAC,Delaware,12,9-7 MEAC,#FFFFFF,#000000
1992,Morgan St.,MEAC,Maryland,6,5-11 MEAC,#FFFFFF,#000000
1992,Bethune-Cookman,MEAC,Florida,4,3-13 MEAC,#FFFFFF,#000000
1992,UMES,MEAC,Maryland,3,2-14 MEAC,#FFFFFF,#000000
1992,Tulane,Metro,Louisiana,37,"8-4 Metro
NCAA 32",#336666,#FFFFFF
1992,Charlotte,Metro,North Carolina,33,"7-5 Metro
NCAA 64",#005035,#FFFFFF
1992,South Fla.,Metro,Florida,29,"7-5 Metro
NCAA 64",#006747,#FFFFFF
1992,Louisville,Metro,Kentucky,34,"7-5 Metro
NCAA 32",#AD0000,#FFFFFF
1992,VCU,Metro,Virginia,14,5-7 Metro,#FFFFFF,#000000
1992,Southern Miss.,Metro,Mississippi,13,5-7 Metro,#FFFFFF,#000000
1992,Virginia Tech,Metro,Virginia,10,3-9 Metro,#FFFFFF,#000000
1992,Green Bay,MidC,Wisconsin,25,14-2 MidC,#FFFFFF,#000000
1992,Akron,MidC,Ohio,16,10-6 MidC,#FFFFFF,#000000
1992,UIC,MidC,Illinois,16,10-6 MidC,#FFFFFF,#000000
1992,Eastern Ill.,MidC,Illinois,27,"9-7 MidC
NCAA 64",#004C97,#FFFFFF
1992,Wright St.,MidC,Ohio,15,9-7 MidC,#FFFFFF,#000000
1992,NIU,MidC,Illinois,11,7-9 MidC,#FFFFFF,#000000
1992,Cleveland St.,MidC,Ohio,16,7-9 MidC,#FFFFFF,#000000
1992,Western Ill.,MidC,Illinois,10,4-12 MidC,#FFFFFF,#000000
1992,Valparaiso,MidC,Indiana,5,2-14 MidC,#FFFFFF,#000000
1992,Evansville,MCC,Indiana,34,"8-2 MCC
NCAA 64",#4C2683,#FFFFFF
1992,Xavier,MCC,Ohio,15,7-3 MCC,#FFFFFF,#000000
1992,Butler,MCC,Indiana,21,7-3 MCC,#FFFFFF,#000000
1992,Dayton,MCC,Ohio,15,5-5 MCC,#FFFFFF,#000000
1992,Loyola Chicago,MCC,Illinois,13,2-8 MCC,#FFFFFF,#000000
1992,Detroit Mercy,MCC,Michigan,12,1-9 MCC,#FFFFFF,#000000
1992,Southern Ill.,MVC,Illinois,22,14-4 MVC,#FFFFFF,#000000
1992,Illinois St.,MVC,Illinois,18,14-4 MVC,#FFFFFF,#000000
1992,Missouri St.,MVC,Missouri,33,"13-5 MVC
NCAA 64",#5E0009,#FFFFFF
1992,Tulsa,MVC,Oklahoma,17,12-6 MVC,#FFFFFF,#000000
1992,Indiana St.,MVC,Indiana,13,12-6 MVC,#FFFFFF,#000000
1992,Creighton,MVC,Nebraska,9,7-11 MVC,#FFFFFF,#000000
1992,UNI,MVC,Iowa,10,6-12 MVC,#FFFFFF,#000000
1992,Wichita St.,MVC,Kansas,8,6-12 MVC,#FFFFFF,#000000
1992,Bradley,MVC,Illinois,7,3-15 MVC,#FFFFFF,#000000
1992,Drake,MVC,Iowa,6,3-15 MVC,#FFFFFF,#000000
1992,Delaware,NAC,Delaware,37,"14-0 NAC
NCAA 64",#00539F,#FFD200
1992,Drexel,NAC,Pennsylvania,16,9-5 NAC,#FFFFFF,#000000
1992,Maine,NAC,Maine,17,8-6 NAC,#FFFFFF,#000000
1992,Vermont,NAC,Vermont,16,7-7 NAC,#FFFFFF,#000000
1992,Northeastern,NAC,Massachusetts,9,5-9 NAC,#FFFFFF,#000000
1992,Boston U.,NAC,Massachusetts,10,5-9 NAC,#FFFFFF,#000000
1992,New Hampshire,NAC,New Hampshire,7,5-9 NAC,#FFFFFF,#000000
1992,Hartford,NAC,Connecticut,6,3-11 NAC,#FFFFFF,#000000
1992,Robert Morris,NEC,Pennsylvania,29,"12-4 NEC
NCAA 64",#14234B,#FFFFFF
1992,Monmouth,NEC,New Jersey,20,11-5 NEC,#FFFFFF,#000000
1992,FDU,NEC,New Jersey,14,11-5 NEC,#FFFFFF,#000000
1992,St. Francis Brooklyn,NEC,New York,15,8-8 NEC,#FFFFFF,#000000
1992,Wagner,NEC,New York,16,9-7 NEC,#FFFFFF,#000000
1992,LIU,NEC,New York,11,7-9 NEC,#FFFFFF,#000000
1992,Marist,NEC,New York,10,6-10 NEC,#FFFFFF,#000000
1992,Saint Francis,NEC,Pennsylvania,13,5-11 NEC,#FFFFFF,#000000
1992,Mount St. Mary's,NEC,Maryland,6,3-13 NEC,#FFFFFF,#000000
1992,Murray St.,OVC,Kentucky,27,"11-3 OVC
NCAA 64",#002144,#ECAC00
1992,Eastern Ky.,OVC,Kentucky,19,9-5 OVC,#FFFFFF,#000000
1992,Middle Tenn.,OVC,Tennessee,16,9-5 OVC,#FFFFFF,#000000
1992,Tennessee Tech,OVC,Tennessee,14,8-6 OVC,#FFFFFF,#000000
1992,Austin Peay,OVC,Tennessee,11,6-8 OVC,#FFFFFF,#000000
1992,Morehead St.,OVC,Kentucky,14,6-8 OVC,#FFFFFF,#000000
1992,Southeast Mo. St.,OVC,Missouri,12,5-9 OVC,#FFFFFF,#000000
1992,Tennessee St.,OVC,Tennessee,4,2-12 OVC,#FFFFFF,#000000
1992,UCLA,P10,California,53,"16-2 P10
Elite 8",#2774AE,#FFD100
1992,Southern California,P10,California,39,"15-3 P10
NCAA 32",#990000,#FFCC00
1992,Arizona,P10,Arizona,34,"13-5 P10
NCAA 64",#AB0520,#FFFFFF
1992,Stanford,P10,California,28,"10-8 P10
NCAA 64",#8C1515,#FFFFFF
1992,Washington St.,P10,Washington,22,9-9 P10,#FFFFFF,#000000
1992,Arizona St.,P10,Arizona,19,9-9 P10,#FFFFFF,#000000
1992,Oregon St.,P10,Oregon,15,7-11 P10,#FFFFFF,#000000
1992,Washington,P10,Washington,12,5-13 P10,#FFFFFF,#000000
1992,California,P10,California,10,4-14 P10,#FFFFFF,#000000
1992,Oregon,P10,Oregon,6,2-16 P10,#FFFFFF,#000000
1992,Fordham,Pat,New York,28,"11-3 Pat
NCAA 64",#7E072A,#FFFFFF
1992,Bucknell,Pat,Pennsylvania,21,11-3 Pat,#FFFFFF,#000000
1992,Holy Cross,Pat,Massachusetts,18,10-4 Pat,#FFFFFF,#000000
1992,Lehigh,Pat,Pennsylvania,14,8-6 Pat,#FFFFFF,#000000
1992,Colgate,Pat,New York,14,7-7 Pat,#FFFFFF,#000000
1992,Lafayette,Pat,Pennsylvania,8,6-8 Pat,#FFFFFF,#000000
1992,Army West Point,Pat,New York,4,2-12 Pat,#FFFFFF,#000000
1992,Navy,Pat,Maryland,6,1-13 Pat,#FFFFFF,#000000
1992,Kentucky,SEC,Kentucky,54,"12-4 SEC
Elite 8",#0033A0,#FFFFFF
1992,Florida,SEC,Florida,19,9-7 SEC,#FFFFFF,#000000
1992,Tennessee,SEC,Tennessee,19,8-8 SEC,#FFFFFF,#000000
1992,Georgia,SEC,Georgia,15,7-9 SEC,#FFFFFF,#000000
1992,Vanderbilt,SEC,Tennessee,15,6-10 SEC,#FFFFFF,#000000
1992,South Carolina,SEC,South Carolina,11,3-13 SEC,#FFFFFF,#000000
1992,Arkansas,SEC,Arkansas,41,"13-3 SEC
NCAA 32",#9D2235,#FFFFFF
1992,LSU,SEC,Louisiana,36,"12-4 SEC
NCAA 32",#461D7C,#FDD023
1992,Alabama,SEC,Alabama,41,"10-6 SEC
NCAA 32",#9E1B32,#FFFFFF
1992,Mississippi St.,SEC,Mississippi,15,7-9 SEC,#FFFFFF,#000000
1992,Auburn,SEC,Alabama,12,5-11 SEC,#FFFFFF,#000000
1992,Ole Miss,SEC,Mississippi,11,4-12 SEC,#FFFFFF,#000000
1992,ETSU,SoCon,Tennessee,39,"12-2 SoCon
NCAA 32",#00053E,#FFC72C
1992,Chattanooga,SoCon,Tennessee,23,12-2 SoCon,#FFFFFF,#000000
1992,Furman,SoCon,South Carolina,17,9-5 SoCon,#FFFFFF,#000000
1992,App State,SoCon,North Carolina,15,9-5 SoCon,#FFFFFF,#000000
1992,Western Caro.,SoCon,North Carolina,11,5-9 SoCon,#FFFFFF,#000000
1992,The Citadel,SoCon,South Carolina,10,3-11 SoCon,#FFFFFF,#000000
1992,VMI,SoCon,Virginia,10,3-11 SoCon,#FFFFFF,#000000
1992,Marshall,SoCon,West Virginia,7,3-11 SoCon,#FFFFFF,#000000
1992,UTSA,SLC,Texas,21,15-3 SLC,#FFFFFF,#000000
1992,ULM,SLC,Louisiana,29,"12-6 SLC
NCAA 64",#840029,#FFFFFF
1992,Nicholls,SLC,Louisiana,15,12-6 SLC,#FFFFFF,#000000
1992,North Texas,SLC,Texas,15,12-6 SLC,#FFFFFF,#000000
1992,UT Arlington,SLC,Texas,16,11-7 SLC,#FFFFFF,#000000
1992,SFA,SLC,Texas,15,10-8 SLC,#FFFFFF,#000000
1992,Northwestern St.,SLC,Louisiana,15,9-9 SLC,#FFFFFF,#000000
1992,Texas St.,SLC,Texas,7,4-14 SLC,#FFFFFF,#000000
1992,McNeese,SLC,Louisiana,7,4-14 SLC,#FFFFFF,#000000
1992,Sam Houston,SLC,Texas,2,1-17 SLC,#FFFFFF,#000000
1992,Louisiana Tech,SB,Louisiana,22,12-4 SB,#FFFFFF,#000000
1992,Louisiana,SB,Louisiana,36,"12-4 SB
NCAA 32",#A00B0B,#FFFFFF
1992,Arkansas St.,SB,Arkansas,17,11-5 SB,#FFFFFF,#000000
1992,Western Ky.,SB,Kentucky,21,10-6 SB,#FFFFFF,#000000
1992,South Alabama,SB,Alabama,14,9-7 SB,#FFFFFF,#000000
1992,Little Rock,SB,Arkansas,17,8-8 SB,#FFFFFF,#000000
1992,New Orleans,SB,Louisiana,17,9-7 SB,#FFFFFF,#000000
1992,Lamar University,SB,Texas,12,7-9 SB,#FFFFFF,#000000
1992,Jacksonville,SB,Florida,12,6-10 SB,#FFFFFF,#000000
1992,UCF,SB,Florida,10,3-13 SB,#FFFFFF,#000000
1992,UTRGV,SB,Texas,3,1-15 SB,#FFFFFF,#000000
1992,Mississippi Val.,SWAC,Mississippi,26,"11-3 SWAC
NCAA 64",#054105,#FFFFFF
1992,Texas Southern,SWAC,Texas,15,11-3 SWAC,#FFFFFF,#000000
1992,Southern U.,SWAC,Louisiana,18,9-5 SWAC,#FFFFFF,#000000
1992,Alcorn,SWAC,Mississippi,15,8-6 SWAC,#FFFFFF,#000000
1992,Alabama St.,SWAC,Alabama,14,8-6 SWAC,#FFFFFF,#000000
1992,Jackson St.,SWAC,Mississippi,12,7-7 SWAC,#FFFFFF,#000000
1992,Grambling,SWAC,Louisiana,4,2-12 SWAC,#FFFFFF,#000000
1992,Prairie View,SWAC,Texas,0,0-14 SWAC,#FFFFFF,#000000
1992,Houston,SWC,Texas,35,"11-3 SWC
NCAA 64",#C8102E,#FFFFFF
1992,Texas,SWC,Texas,33,"11-3 SWC
NCAA 64",#BF5700,#FFFFFF
1992,TCU,SWC,Texas,23,9-5 SWC,#FFFFFF,#000000
1992,Rice,SWC,Texas,20,8-6 SWC,#FFFFFF,#000000
1992,Texas Tech,SWC,Texas,15,6-8 SWC,#FFFFFF,#000000
1992,Baylor,SWC,Texas,13,5-9 SWC,#FFFFFF,#000000
1992,SMU,SWC,Texas,10,4-10 SWC,#FFFFFF,#000000
1992,Texas A&M,SWC,Texas,6,2-12 SWC,#FFFFFF,#000000
1992,Ga. Southern,TAAC,Georgia,35,"13-1 TAAC
NCAA 64",#001344,#D9AC63
1992,Georgia St.,TAAC,Georgia,16,8-6 TAAC,#FFFFFF,#000000
1992,FIU,TAAC,Florida,11,7-7 TAAC,#FFFFFF,#000000
1992,Samford,TAAC,Alabama,11,7-7 TAAC,#FFFFFF,#000000
1992,Stetson,TAAC,Florida,11,6-8 TAAC,#FFFFFF,#000000
1992,Mercer,TAAC,Georgia,11,6-8 TAAC,#FFFFFF,#000000
1992,Southeastern La.,TAAC,Louisiana,6,4-10 TAAC,#FFFFFF,#000000
1992,BYU,WAC,Utah,35,"12-4 WAC
NCAA 64",#002E5D,#FFFFFF
1992,UTEP,WAC,Texas,47,"12-4 WAC
Sweet 16",#041E42,#FF8200
1992,New Mexico,WAC,New Mexico,20,11-5 WAC,#FFFFFF,#000000
1992,Utah,WAC,Utah,24,9-7 WAC,#FFFFFF,#000000
1992,Hawaii,WAC,Hawaii,16,9-7 WAC,#FFFFFF,#000000
1992,Wyoming,WAC,Wyoming,16,8-8 WAC,#FFFFFF,#000000
1992,Colorado St.,WAC,Colorado,14,8-8 WAC,#FFFFFF,#000000
1992,Air Force,WAC,Colorado,9,3-13 WAC,#FFFFFF,#000000
1992,San Diego St.,WAC,California,2,0-16 WAC,#FFFFFF,#000000
1992,Pepperdine,WCC,California,34,"14-0 WCC
NCAA 64",#00205C,#FFFFFF
1992,Santa Clara,WCC,California,14,9-5 WCC,#FFFFFF,#000000
1992,LMU (CA),WCC,California,15,8-6 WCC,#FFFFFF,#000000
1992,Gonzaga,WCC,Washington,20,8-6 WCC,#FFFFFF,#000000
1992,San Diego,WCC,California,14,6-8 WCC,#FFFFFF,#000000
1992,San Francisco,WCC,California,13,4-10 WCC,#FFFFFF,#000000
1992,Saint Mary's (CA),WCC,California,13,4-10 WCC,#FFFFFF,#000000
1992,Portland,WCC,Oregon,10,3-11 WCC,#FFFFFF,#000000
1993,North Carolina,ACC,North Carolina,134,"14-2 ACC
Champion",#4B9CD3,#FFFFFF
1993,Florida St.,ACC,Florida,50,"12-4 ACC
Elite 8",#782F40,#CEB888
1993,Duke,ACC,North Carolina,39,"10-6 ACC
NCAA 32",#00539B,#FFFFFF
1993,Wake Forest,ACC,North Carolina,41,"10-6 ACC
Sweet 16",#9E7E38,#000000
1993,Virginia,ACC,Virginia,41,"9-7 ACC
Sweet 16",#E57200,#232D4B
1993,Georgia Tech,ACC,Georgia,29,"8-8 ACC
NCAA 64",#B3A369,#003057
1993,Clemson,ACC,South Carolina,17,5-11 ACC,#FFFFFF,#000000
1993,Maryland,ACC,Maryland,12,2-14 ACC,#FFFFFF,#000000
1993,NC State,ACC,North Carolina,8,2-14 ACC,#FFFFFF,#000000
1993,Massachusetts,A10,Massachusetts,39,"11-3 A10
NCAA 32",#9D2235,#FFFFFF
1993,George Washington,A10,D.C.,41,"8-6 A10
Sweet 16",#033C5A,#FFFFFF
1993,Rhode Island,A10,Rhode Island,34,"8-6 A10
NCAA 32",#002147,#FFFFFF
1993,Saint Joseph's,A10,Pennsylvania,18,8-6 A10,#FFFFFF,#000000
1993,Temple,A10,Pennsylvania,45,"8-6 A10
Elite 8",#A41E35,#FFFFFF
1993,West Virginia,A10,West Virginia,17,7-7 A10,#FFFFFF,#000000
1993,Rutgers,A10,New Jersey,13,6-8 A10,#FFFFFF,#000000
1993,St. Bonaventure,A10,New York,10,0-14 A10,#FFFFFF,#000000
1993,Kansas,B8,Kansas,59,"11-3 B8
Final 4",#0051BA,#FFFFFF
1993,Oklahoma St.,B8,Oklahoma,35,"8-6 B8
NCAA 32",#FE5C00,#000000
1993,Iowa St.,B8,Iowa,30,"8-6 B8
NCAA 64",#C8102E,#F1BE48
1993,Nebraska,B8,Nebraska,30,"8-6 B8
NCAA 64",#D00000,#F5F1E7
1993,Kansas St.,B8,Kansas,29,"7-7 B8
NCAA 64",#512888,#FFFFFF
1993,Oklahoma,B8,Oklahoma,20,7-7 B8,#FFFFFF,#000000
1993,Missouri,B8,Missouri,29,"5-9 B8
NCAA 64",#F1B82D,#000000
1993,Colorado,B8,Colorado,10,2-12 B8,#FFFFFF,#000000
1993,Seton Hall,BE,New Jersey,43,"14-4 BE
NCAA 32",#004488,#FFFFFF
1993,St. John's (NY),BE,New York,34,"12-6 BE
NCAA 32",#CF102D,#FFFFFF
1993,Syracuse,BE,New York,20,10-8 BE,#FFFFFF,#000000
1993,UConn,BE,Connecticut,15,9-9 BE,#FFFFFF,#000000
1993,Providence,BE,Rhode Island,20,9-9 BE,#FFFFFF,#000000
1993,Pittsburgh,BE,Pennsylvania,27,"9-9 BE
NCAA 64",#003594,#FFB81C
1993,Boston College,BE,Massachusetts,18,9-9 BE,#FFFFFF,#000000
1993,Georgetown,BE,D.C.,20,8-10 BE,#FFFFFF,#000000
1993,Miami (FL),BE,Florida,10,7-11 BE,#FFFFFF,#000000
1993,Villanova,BE,Pennsylvania,8,3-15 BE,#FFFFFF,#000000
1993,Idaho,BSky,Idaho,24,11-3 BSky,#FFFFFF,#000000
1993,Boise St.,BSky,Idaho,31,"10-4 BSky
NCAA 64",#0033A0,#FFFFFF
1993,Weber St.,BSky,Utah,20,10-4 BSky,#FFFFFF,#000000
1993,Montana,BSky,Montana,17,8-6 BSky,#FFFFFF,#000000
1993,Idaho St.,BSky,Idaho,10,5-9 BSky,#FFFFFF,#000000
1993,Montana St.,BSky,Montana,9,5-9 BSky,#FFFFFF,#000000
1993,Northern Ariz.,BSky,Arizona,10,4-10 BSky,#FFFFFF,#000000
1993,Eastern Wash.,BSky,Washington,6,3-11 BSky,#FFFFFF,#000000
1993,Towson,BSth,Maryland,18,14-2 BSth,#FFFFFF,#000000
1993,Coastal Carolina,BSth,South Carolina,32,"12-4 BSth
NCAA 64",#006F71,#FFFFFF
1993,Campbell,BSth,North Carolina,12,10-6 BSth,#FFFFFF,#000000
1993,Liberty,BSth,Virginia,16,9-7 BSth,#FFFFFF,#000000
1993,Radford,BSth,Virginia,15,8-8 BSth,#FFFFFF,#000000
1993,UMBC,BSth,Maryland,12,7-9 BSth,#FFFFFF,#000000
1993,Winthrop,BSth,South Carolina,14,5-11 BSth,#FFFFFF,#000000
1993,Charleston So.,BSth,South Carolina,9,5-11 BSth,#FFFFFF,#000000
1993,UNC Asheville,BSth,North Carolina,4,2-14 BSth,#FFFFFF,#000000
1993,UNC Greensboro,BSth,North Carolina,10,10-17,#FFFFFF,#000000
1993,Indiana,B1G,Indiana,56,"17-1 B1G
Elite 8",#990000,#EDEBEB
1993,Michigan,B1G,Michigan,66,"15-3 B1G
Runner-up",#00274C,#FFCB05
1993,Iowa,B1G,Iowa,38,"11-7 B1G
NCAA 32",#FFCD00,#000000
1993,Illinois,B1G,Illinois,34,"11-7 B1G
NCAA 32",#FF5F05,#13294B
1993,Minnesota,B1G,Minnesota,22,9-9 B1G,#FFFFFF,#000000
1993,Purdue,B1G,Indiana,28,"9-9 B1G
NCAA 64",#CFB991,#000000
1993,Ohio St.,B1G,Ohio,15,8-10 B1G,#FFFFFF,#000000
1993,Michigan St.,B1G,Michigan,15,7-11 B1G,#FFFFFF,#000000
1993,Wisconsin,B1G,Wisconsin,14,7-11 B1G,#FFFFFF,#000000
1993,Northwestern,B1G,Illinois,8,3-15 B1G,#FFFFFF,#000000
1993,Penn St.,B1G,Pennsylvania,7,2-16 B1G,#FFFFFF,#000000
1993,New Mexico St.,BWst,New Mexico,41,"15-3 BWst
NCAA 32",#8C0B42,#FFFFFF
1993,UNLV,BWst,Nevada,21,13-5 BWst,#FFFFFF,#000000
1993,Pacific,BWst,California,16,12-6 BWst,#FFFFFF,#000000
1993,Long Beach St.,BWst,California,32,"11-7 BWst
NCAA 64",#FFDA27,#000000
1993,UC Santa Barbara,BWst,California,18,10-8 BWst,#FFFFFF,#000000
1993,Cal St. Fullerton,BWst,California,15,10-8 BWst,#FFFFFF,#000000
1993,Utah St.,BWst,Utah,10,7-11 BWst,#FFFFFF,#000000
1993,Nevada,BWst,Nevada,9,4-14 BWst,#FFFFFF,#000000
1993,San Jose St.,BWst,California,7,4-14 BWst,#FFFFFF,#000000
1993,UC Irvine,BWst,California,6,4-14 BWst,#FFFFFF,#000000
1993,James Madison,CAA,Virginia,21,11-3 CAA,#FFFFFF,#000000
1993,Old Dominion,CAA,Virginia,21,11-3 CAA,#FFFFFF,#000000
1993,Richmond,CAA,Virginia,15,10-4 CAA,#FFFFFF,#000000
1993,American,CAA,D.C.,11,6-8 CAA,#FFFFFF,#000000
1993,William & Mary,CAA,Virginia,14,6-8 CAA,#FFFFFF,#000000
1993,UNCW,CAA,North Carolina,17,6-8 CAA,#FFFFFF,#000000
1993,East Carolina,CAA,North Carolina,23,"4-10 CAA
NCAA 64",#592A8A,#FEC923
1993,George Mason,CAA,Virginia,7,2-12 CAA,#FFFFFF,#000000
1993,Cincinnati,GMWC,Ohio,52,"8-2 GMWC
Elite 8",#E00122,#FFFFFF
1993,Memphis,GMWC,Tennessee,30,"7-3 GMWC
NCAA 64",#004991,#FFFFFF
1993,Marquette,GMWC,Wisconsin,30,"6-4 GMWC
NCAA 64",#FFCC00,#003366
1993,UAB,GMWC,Alabama,21,5-5 GMWC,#FFFFFF,#000000
1993,DePaul,GMWC,Illinois,16,3-7 GMWC,#FFFFFF,#000000
1993,Saint Louis,GMWC,Missouri,12,1-9 GMWC,#FFFFFF,#000000
1993,Milwaukee,Ind,Wisconsin,23,23-4,#FFFFFF,#000000
1993,Kansas City,Ind,Missouri,15,15-12,#FFFFFF,#000000
1993,Southern Utah,Ind,Utah,14,14-13,#FFFFFF,#000000
1993,CSUN,Ind,California,10,10-17,#FFFFFF,#000000
1993,Hofstra,Ind,New York,9,9-18,#FFFFFF,#000000
1993,Notre Dame,Ind,Indiana,9,9-18,#FFFFFF,#000000
1993,Central Conn. St.,Ind,Connecticut,8,8-19,#FFFFFF,#000000
1993,Buffalo,Ind,New York,5,5-22,#FFFFFF,#000000
1993,Chicago St.,Ind,Illinois,4,4-23,#FFFFFF,#000000
1993,Sacramento St.,Ind,California,3,3-24,#FFFFFF,#000000
