season,coachid,coach,team,todisplay,score,bgcolor,fgcolor,isseason,conference,state,bordercolor,firstseason,nextyear,w,l,confw,confl,tourneyscore
2022,Jeff Gard,Jeff Gard,UW-Platteville,D3,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2023,Jeff Gard,Jeff Gard,UW-Platteville,D3,0,#FFFFFF,#000000,1,,,white,,Last,,,,,
2022,Jermaine Kimbrough,Jermaine Kimbrough,Arizona St.,Asst.,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2023,Jermaine Kimbrough,Jermaine Kimbrough,Arizona St.,Asst.,0,#FFFFFF,#000000,1,,,white,,Last,,,,,
2018,Jermaine Kimbrough,Jermaine Kimbrough,Cleveland St.,Asst.,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2019,Jermaine Kimbrough,Jermaine Kimbrough,Cleveland St.,Asst.,0,#FFFFFF,#000000,1,,,white,,Last,,,,,
2020,Jermaine Kimbrough,Jermaine Kimbrough,Loyola Chicago,Asst.,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2021,Jermaine Kimbrough,Jermaine Kimbrough,Loyola Chicago,Asst.,0,#FFFFFF,#000000,1,,,white,,Last,,,,,
2018,Joe Krabbenhoft,Joe Krabbenhoft,Wisconsin,Asst.,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2019,Joe Krabbenhoft,Joe Krabbenhoft,Wisconsin,Asst.,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2020,Joe Krabbenhoft,Joe Krabbenhoft,Wisconsin,Asst.,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2021,Joe Krabbenhoft,Joe Krabbenhoft,Wisconsin,Asst.,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2022,Joe Krabbenhoft,Joe Krabbenhoft,Wisconsin,Asst.,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2023,Joe Krabbenhoft,Joe Krabbenhoft,Wisconsin,Asst.,0,#FFFFFF,#000000,1,,,white,,Last,,,,,
2018,Kent Dernbach,Kent Dernbach,UW-La Crosse,D3,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2019,Kent Dernbach,Kent Dernbach,UW-La Crosse,D3,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2020,Kent Dernbach,Kent Dernbach,UW-La Crosse,D3,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2021,Kent Dernbach,Kent Dernbach,UW-La Crosse,D3,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2022,Kent Dernbach,Kent Dernbach,UW-La Crosse,D3,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2023,Kent Dernbach,Kent Dernbach,UW-La Crosse,D3,0,#FFFFFF,#000000,1,,,white,,Last,,,,,
2018,Matt Lewis,Matt Lewis,UW-Oshkosh,Asst.,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2019,Matt Lewis,Matt Lewis,UW-Oshkosh,D3,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2020,Matt Lewis,Matt Lewis,UW-Oshkosh,D3,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2021,Matt Lewis,Matt Lewis,UW-Oshkosh,D3,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2022,Matt Lewis,Matt Lewis,UW-Oshkosh,D3,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2023,Matt Lewis,Matt Lewis,UW-Oshkosh,D3,0,#FFFFFF,#000000,1,,,white,,Last,,,,,
2019,Royal_Ivey,Royal Ivey,Knicks,Asst.,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2020,Royal_Ivey,Royal Ivey,Knicks,Asst.,0,#FFFFFF,#000000,1,,,white,,Last,,,,,
2021,Royal_Ivey,Royal Ivey,Nets,Asst.,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2022,Royal_Ivey,Royal Ivey,Nets,Asst.,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2023,Royal_Ivey,Royal Ivey,Nets,Asst.,0,#FFFFFF,#000000,1,,,white,,Last,,,,,
2017,Royal_Ivey,Royal Ivey,Thunder,Asst.,0,#FFFFFF,#000000,1,,,white,,Left,,,,,
2018,Royal_Ivey,Royal Ivey,Thunder,Asst.,0,#FFFFFF,#000000,1,,,white,,Last,,,,,
1953,UnkBaldwin-Wallace,,Baldwin-Wallace,?,0,#FFFFFF,#000000,0,,,white,,Last,,,,,
1912,a-v-barrett-1,A. V. Barrett,Niagara,11-10,11,#FFFFFF,#000000,4,Ind,New York,black,1912.0,Return,11,10,,,0.0
1913,a-v-barrett-1,A. V. Barrett,Niagara,9-10,9,#FFFFFF,#000000,4,Ind,New York,black,1912.0,Return,9,10,,,0.0
1914,a-v-barrett-1,A. V. Barrett,Niagara,9-4,9,#FFFFFF,#000000,4,Ind,New York,black,1912.0,Return,9,4,,,0.0
1915,a-v-barrett-1,A. V. Barrett,Niagara,8-9,8,#FFFFFF,#000000,4,Ind,New York,black,1912.0,Last,8,9,,,0.0
1926,aa-gillian-1,A.A. Gillian,Clemson,1-7 SoCon,4,#FFFFFF,#000000,4,Southern,South Carolina,black,1926.0,Last,4,17,1,7,0.0
1913,aa-mason-1,A.A. Mason,Tulane,7-3,7,#FFFFFF,#000000,4,Ind,Louisiana,black,1913.0,Last,7,3,,,0.0
2024,aaron-fearne-1,Aaron Fearne,Charlotte,13-5 Amer,19,#FFFFFF,#000000,4,AAC,North Carolina,black,2024.0,Return,19,12,13,5,0.0
2025,aaron-fearne-1,Aaron Fearne,Charlotte,3-15 Amer,11,#FFFFFF,#000000,4,AAC,North Carolina,black,2024.0,Return,11,22,3,15,0.0
2026,aaron-fearne-1,Aaron Fearne,Charlotte,6-2 Amer,12,#FFFFFF,#000000,4,American,North Carolina,black,2024.0,Last,12,9,6,2,0.0
1990,aaron-james-1,Aaron James,Grambling,5-9 SWAC,9,#FFFFFF,#000000,4,SWAC,Louisiana,black,1990.0,Return,9,19,5,9,0.0
1991,aaron-james-1,Aaron James,Grambling,3-9 SWAC,6,#FFFFFF,#000000,4,SWAC,Louisiana,black,1990.0,Return,6,22,3,9,0.0
1992,aaron-james-1,Aaron James,Grambling,2-12 SWAC,4,#FFFFFF,#000000,4,SWAC,Louisiana,black,1990.0,Return,4,24,2,12,0.0
1993,aaron-james-1,Aaron James,Grambling,5-9 SWAC,13,#FFFFFF,#000000,4,SWAC,Louisiana,black,1990.0,Return,13,14,5,9,0.0
1994,aaron-james-1,Aaron James,Grambling,4-10 SWAC,9,#FFFFFF,#000000,4,SWAC,Louisiana,black,1990.0,Return,9,18,4,10,0.0
1995,aaron-james-1,Aaron James,Grambling,5-9 SWAC,11,#FFFFFF,#000000,4,SWAC,Louisiana,black,1990.0,Unknown,11,17,5,9,0.0
1996,aaron-james-1,Aaron James,Grambling,?,0,#FFFFFF,#000000,0,SWAC,Louisiana,white,1990.0,Last,,,,,
1979,aaron-johnson-1,,Morgan St.,?,0,#FFFFFF,#000000,0,,,white,,Last,,,,,
1978,aaron-johnson-4,Aaron Johnson,Morgan St.,15-12,15,#FFFFFF,#000000,4,MEAC,Maryland,black,1978.0,Last,15,12,,,0.0
1924,aaron-mccreary-1,Aaron McCreary,Arizona St.,3-9,3,#FFFFFF,#000000,4,Ind,Arizona,black,1924.0,Return,3,9,,,0.0
1925,aaron-mccreary-1,Aaron McCreary,Arizona St.,11-6,11,#FFFFFF,#000000,4,Ind,Arizona,black,1924.0,Return,11,6,,,0.0
1926,aaron-mccreary-1,Aaron McCreary,Arizona St.,9-3,9,#FFFFFF,#000000,4,Ind,Arizona,black,1924.0,Return,9,3,,,0.0
1927,aaron-mccreary-1,Aaron McCreary,Arizona St.,4-8,4,#FFFFFF,#000000,4,Ind,Arizona,black,1924.0,Return,4,8,,,0.0
1928,aaron-mccreary-1,Aaron McCreary,Arizona St.,10-5,10,#FFFFFF,#000000,4,Ind,Arizona,black,1924.0,Return,10,5,,,0.0
1929,aaron-mccreary-1,Aaron McCreary,Arizona St.,5-12,5,#FFFFFF,#000000,4,Ind,Arizona,black,1924.0,Return,5,12,,,0.0
1930,aaron-mccreary-1,Aaron McCreary,Arizona St.,6-11,6,#FFFFFF,#000000,4,Ind,Arizona,black,1924.0,Last,6,11,,,0.0
1932,aaron-mccreary-1,Aaron McCreary,Northern Ariz.,8-4 BIAA,9,#FFFFFF,#000000,4,BIAA,Arizona,black,1932.0,Return,9,8,8,4,0.0
1933,aaron-mccreary-1,Aaron McCreary,Northern Ariz.,7-5 BIAA,9,#FFFFFF,#000000,4,BIAA,Arizona,black,1932.0,Return,9,5,7,5,0.0
1934,aaron-mccreary-1,Aaron McCreary,Northern Ariz.,6-10 BIAA,9,#FFFFFF,#000000,4,BIAA,Arizona,black,1932.0,Return,9,14,6,10,0.0
1935,aaron-mccreary-1,Aaron McCreary,Northern Ariz.,10-4 BIAA,12,#FFFFFF,#000000,4,BIAA,Arizona,black,1932.0,Return,12,8,10,4,0.0
1936,aaron-mccreary-1,Aaron McCreary,Northern Ariz.,7-7 BIAA,15,#FFFFFF,#000000,4,BIAA,Arizona,black,1932.0,Return,15,9,7,7,0.0
1937,aaron-mccreary-1,Aaron McCreary,Northern Ariz.,6-10 BIAA,11,#FFFFFF,#000000,4,BIAA,Arizona,black,1932.0,Return,11,13,6,10,0.0
1938,aaron-mccreary-1,Aaron McCreary,Northern Ariz.,4-12 BIAA,6,#FFFFFF,#000000,4,BIAA,Arizona,black,1932.0,Return,6,15,4,12,0.0
1939,aaron-mccreary-1,Aaron McCreary,Northern Ariz.,12-6 BIAA,13,#FFFFFF,#000000,4,BIAA,Arizona,black,1932.0,Return,13,11,12,6,0.0
1940,aaron-mccreary-1,Aaron McCreary,Northern Ariz.,7-9 BIAA,8,#FFFFFF,#000000,4,BIAA,Arizona,black,1932.0,Last,8,12,7,9,0.0
2020,aaron-mckie-1,Aaron McKie,Temple,6-12 Amer,14,#FFFFFF,#000000,4,AAC,Pennsylvania,black,2020.0,Return,14,17,6,12,0.0
2021,aaron-mckie-1,Aaron McKie,Temple,4-10 Amer,5,#FFFFFF,#000000,4,AAC,Pennsylvania,black,2020.0,Return,5,11,4,10,0.0
2022,aaron-mckie-1,Aaron McKie,Temple,10-7 Amer,17,#FFFFFF,#000000,4,AAC,Pennsylvania,black,2020.0,Return,17,12,10,7,0.0
2023,aaron-mckie-1,Aaron McKie,Temple,10-8 Amer,16,#FFFFFF,#000000,4,AAC,Pennsylvania,black,2020.0,Fired,16,16,10,8,0.0
2024,aaron-mckie-1,Aaron McKie,Temple,Fired,0,#FFFFFF,#000000,0,AAC,Pennsylvania,white,2020.0,Last,,,,,
1976,ab-williamson-1,A.B. Williamson,Howard,1-5 MEAC,8,#FFFFFF,#000000,4,MEAC,D.C.,black,1976.0,Return,8,16,1,5,0.0
1977,ab-williamson-1,A.B. Williamson,Howard,5-1 MEAC,16,#FFFFFF,#000000,4,MEAC,D.C.,black,1976.0,Return,16,9,5,1,0.0
1978,ab-williamson-1,A.B. Williamson,Howard,4-4 MEAC,14,#FFFFFF,#000000,4,MEAC,D.C.,black,1976.0,Return,14,8,4,4,0.0
1979,ab-williamson-1,A.B. Williamson,Howard,3-3 MEAC,14,#FFFFFF,#000000,4,MEAC,D.C.,black,1976.0,Return,14,11,3,3,0.0
1980,ab-williamson-1,A.B. Williamson,Howard,6-1 MEAC,21,#FFFFFF,#000000,4,MEAC,D.C.,black,1976.0,Return,21,7,6,1,0.0
1981,ab-williamson-1,A.B. Williamson,Howard,"6-4 MEAC
NCAA 48",32,#003A63,#FFFFFF,4,MEAC,D.C.,black,1976.0,Return,17,12,6,4,0.15
1982,ab-williamson-1,A.B. Williamson,Howard,9-3 MEAC,17,#FFFFFF,#000000,4,MEAC,D.C.,black,1976.0,Return,17,11,9,3,0.0
1983,ab-williamson-1,A.B. Williamson,Howard,11-1 MEAC,18,#FFFFFF,#000000,4,MEAC,D.C.,black,1976.0,Return,18,8,11,1,0.0
1984,ab-williamson-1,A.B. Williamson,Howard,7-3 MEAC,14,#FFFFFF,#000000,4,MEAC,D.C.,black,1976.0,Return,14,13,7,3,0.0
1985,ab-williamson-1,A.B. Williamson,Howard,9-3 MEAC,15,#FFFFFF,#000000,4,MEAC,D.C.,black,1976.0,Return,15,11,9,3,0.0
1986,ab-williamson-1,A.B. Williamson,Howard,11-3 MEAC,18,#FFFFFF,#000000,4,MEAC,D.C.,black,1976.0,Return,18,9,11,3,0.0
1987,ab-williamson-1,A.B. Williamson,Howard,13-1 MEAC,24,#FFFFFF,#000000,4,MEAC,D.C.,black,1976.0,Return,24,4,13,1,0.0
1988,ab-williamson-1,A.B. Williamson,Howard,9-7 MEAC,15,#FFFFFF,#000000,4,MEAC,D.C.,black,1976.0,Return,15,12,9,7,0.0
1989,ab-williamson-1,A.B. Williamson,Howard,5-11 MEAC,9,#FFFFFF,#000000,4,MEAC,D.C.,black,1976.0,Return,9,19,5,11,0.0
1990,ab-williamson-1,A.B. Williamson,Howard,5-11 MEAC,8,#FFFFFF,#000000,4,MEAC,D.C.,black,1976.0,Fired,8,19,5,11,0.0
1991,ab-williamson-1,A.B. Williamson,Howard,Fired,0,#FFFFFF,#000000,0,MEAC,D.C.,white,1976.0,Last,,,,,
1974,abe-lemons-1,,Oklahoma City,UTRGV,0,#FFFFFF,#000000,0,,,white,,Left,,,,,
1986,abe-lemons-1,,Oklahoma City,Not D1 (NAIA),0,#FFFFFF,#000000,0,,,white,,Last,,,,,
1977,abe-lemons-1,Abe Lemons,Texas,8-8 SWC,13,#FFFFFF,#000000,4,SWC,Texas,black,1977.0,Return,13,13,8,8,0.0
1978,abe-lemons-1,Abe Lemons,Texas,14-2 SWC,26,#FFFFFF,#000000,4,SWC,Texas,black,1977.0,Return,26,5,14,2,0.0
1979,abe-lemons-1,Abe Lemons,Texas,"13-3 SWC
NCAA 32",36,#BF5700,#FFFFFF,4,SWC,Texas,black,1977.0,Return,21,8,13,3,0.15
1980,abe-lemons-1,Abe Lemons,Texas,10-6 SWC,19,#FFFFFF,#000000,4,SWC,Texas,black,1977.0,Return,19,11,10,6,0.0
1981,abe-lemons-1,Abe Lemons,Texas,7-9 SWC,15,#FFFFFF,#000000,4,SWC,Texas,black,1977.0,Return,15,15,7,9,0.0
1982,abe-lemons-1,Abe Lemons,Texas,6-10 SWC,16,#FFFFFF,#000000,4,SWC,Texas,black,1977.0,Fired,16,11,6,10,0.0
1983,abe-lemons-1,Abe Lemons,Texas,Fired,0,#FFFFFF,#000000,0,SWC,Texas,white,1977.0,Last,,,,,
1974,abe-lemons-1,Abe Lemons,UTRGV,13-9,13,#FFFFFF,#000000,4,Ind,Texas,black,1974.0,Return,13,9,,,0.0
1975,abe-lemons-1,Abe Lemons,UTRGV,22-2,22,#FFFFFF,#000000,4,Ind,Texas,black,1974.0,Return,22,2,,,0.0
1976,abe-lemons-1,Abe Lemons,UTRGV,20-5,20,#FFFFFF,#000000,4,Ind,Texas,black,1974.0,Left,20,5,,,0.0
1977,abe-lemons-1,Abe Lemons,UTRGV,Texas,0,#FFFFFF,#000000,0,Ind,Texas,white,1974.0,Last,,,,,
1914,ad-browne-1,A.D. Browne,Miami (OH),7-6,7,#FFFFFF,#000000,4,Ind,Ohio,black,1914.0,Last,7,6,,,0.0
2024,adam-fisher-1,Adam Fisher,Temple,5-13 Amer,16,#FFFFFF,#000000,4,AAC,Pennsylvania,black,2024.0,Return,16,20,5,13,0.0
2025,adam-fisher-1,Adam Fisher,Temple,9-9 Amer,17,#FFFFFF,#000000,4,AAC,Pennsylvania,black,2024.0,Return,17,15,9,9,0.0
2026,adam-fisher-1,Adam Fisher,Temple,5-3 Amer,13,#FFFFFF,#000000,4,American,Pennsylvania,black,2024.0,Last,13,8,5,3,0.0
2012,adam-walsh-1,,Centenary LA,Change to D3,0,#FFFFFF,#000000,0,,,white,,Last,,,,,
1933,adolph-lewandowski-1,Adolph Lewandowski,Montana,8-11,8,#FFFFFF,#000000,4,Ind,Montana,black,1933.0,Return,8,11,,,0.0
1934,adolph-lewandowski-1,Adolph Lewandowski,Montana,16-10,16,#FFFFFF,#000000,4,Ind,Montana,black,1933.0,Return,16,10,,,0.0
1935,adolph-lewandowski-1,Adolph Lewandowski,Montana,6-18,6,#FFFFFF,#000000,4,Ind,Montana,black,1933.0,Return,6,18,,,0.0
1936,adolph-lewandowski-1,Adolph Lewandowski,Montana,13-11,13,#FFFFFF,#000000,4,Ind,Montana,black,1933.0,Return,13,11,,,0.0
1937,adolph-lewandowski-1,Adolph Lewandowski,Montana,14-12,14,#FFFFFF,#000000,4,Ind,Montana,black,1933.0,Last,14,12,,,0.0
1941,adolph-lewandowski-1,Adolph Lewandowski,Nebraska,6-4 B6,8,#FFFFFF,#000000,4,Big 6,Nebraska,black,1941.0,Return,8,10,6,4,0.0
1942,adolph-lewandowski-1,Adolph Lewandowski,Nebraska,4-6 B6,6,#FFFFFF,#000000,4,Big 6,Nebraska,black,1941.0,Return,6,13,4,6,0.0
1943,adolph-lewandowski-1,Adolph Lewandowski,Nebraska,5-5 B6,6,#FFFFFF,#000000,4,Big 6,Nebraska,black,1941.0,Return,6,10,5,5,0.0
1944,adolph-lewandowski-1,Adolph Lewandowski,Nebraska,1-9 B6,2,#FFFFFF,#000000,4,Big 6,Nebraska,black,1941.0,Return,2,13,1,9,0.0
1945,adolph-lewandowski-1,Adolph Lewandowski,Nebraska,1-9 B6,2,#FFFFFF,#000000,4,Big 6,Nebraska,black,1941.0,Last,2,17,1,9,0.0
1931,adolph-rupp-1,Adolph Rupp,Kentucky,8-2 SoCon,15,#FFFFFF,#000000,4,Southern,Kentucky,black,1931.0,Return,15,3,8,2,0.0
1932,adolph-rupp-1,Adolph Rupp,Kentucky,9-1 SoCon,15,#FFFFFF,#000000,4,Southern,Kentucky,black,1931.0,Return,15,2,9,1,0.0
1933,adolph-rupp-1,Adolph Rupp,Kentucky,8-0 SEC,21,#FFFFFF,#000000,4,SEC,Kentucky,black,1931.0,Return,21,3,8,0,0.0
1934,adolph-rupp-1,Adolph Rupp,Kentucky,11-0 SEC,16,#FFFFFF,#000000,4,SEC,Kentucky,black,1931.0,Return,16,1,11,0,0.0
1935,adolph-rupp-1,Adolph Rupp,Kentucky,11-0 SEC,19,#FFFFFF,#000000,4,SEC,Kentucky,black,1931.0,Return,19,2,11,0,0.0
1936,adolph-rupp-1,Adolph Rupp,Kentucky,6-2 SEC,15,#FFFFFF,#000000,4,SEC,Kentucky,black,1931.0,Return,15,6,6,2,0.0
1937,adolph-rupp-1,Adolph Rupp,Kentucky,5-3 SEC,17,#FFFFFF,#000000,4,SEC,Kentucky,black,1931.0,Return,17,5,5,3,0.0
1938,adolph-rupp-1,Adolph Rupp,Kentucky,6-0 SEC,13,#FFFFFF,#000000,4,SEC,Kentucky,black,1931.0,Return,13,5,6,0,0.0
1939,adolph-rupp-1,Adolph Rupp,Kentucky,5-2 SEC,16,#FFFFFF,#000000,4,SEC,Kentucky,black,1931.0,Return,16,4,5,2,0.0
1940,adolph-rupp-1,Adolph Rupp,Kentucky,4-4 SEC,15,#FFFFFF,#000000,4,SEC,Kentucky,black,1931.0,Return,15,6,4,4,0.0
1941,adolph-rupp-1,Adolph Rupp,Kentucky,8-1 SEC,17,#FFFFFF,#000000,4,SEC,Kentucky,black,1931.0,Return,17,8,8,1,0.0
1942,adolph-rupp-1,Adolph Rupp,Kentucky,"6-2 SEC
Final 4",49,#0033A0,#FFFFFF,4,SEC,Kentucky,black,1931.0,Return,19,6,6,2,0.3
1943,adolph-rupp-1,Adolph Rupp,Kentucky,8-1 SEC,17,#FFFFFF,#000000,4,SEC,Kentucky,black,1931.0,Return,17,6,8,1,0.0
1944,adolph-rupp-1,Adolph Rupp,Kentucky,19-2,19,#FFFFFF,#000000,4,SEC,Kentucky,black,1931.0,Return,19,2,,,0.0
1945,adolph-rupp-1,Adolph Rupp,Kentucky,"4-1 SEC
Elite 8",47,#0033A0,#FFFFFF,4,SEC,Kentucky,black,1931.0,Return,22,4,4,1,0.25
1946,adolph-rupp-1,Adolph Rupp,Kentucky,6-0 SEC,28,#FFFFFF,#000000,4,SEC,Kentucky,black,1931.0,Return,28,2,6,0,0.0
1947,adolph-rupp-1,Adolph Rupp,Kentucky,11-0 SEC,34,#FFFFFF,#000000,4,SEC,Kentucky,black,1931.0,Return,34,3,11,0,0.0
1948,adolph-rupp-1,Adolph Rupp,Kentucky,"9-0 SEC
Champion",136,#0033A0,#FFFFFF,4,SEC,Kentucky,black,1931.0,Return,36,3,9,0,1.0
1949,adolph-rupp-1,Adolph Rupp,Kentucky,"13-0 SEC
Champion",132,#0033A0,#FFFFFF,4,SEC,Kentucky,black,1931.0,Return,32,2,13,0,1.0
1950,adolph-rupp-1,Adolph Rupp,Kentucky,11-2 SEC,25,#FFFFFF,#000000,4,SEC,Kentucky,black,1931.0,Return,25,5,11,2,0.0
1951,adolph-rupp-1,Adolph Rupp,Kentucky,"14-0 SEC
Champion",132,#0033A0,#FFFFFF,4,SEC,Kentucky,black,1931.0,Return,32,2,14,0,1.0
1952,adolph-rupp-1,Adolph Rupp,Kentucky,"15-0 SEC
Elite 8",54,#0033A0,#FFFFFF,4,SEC,Kentucky,black,1931.0,Return,29,3,15,0,0.25
1954,adolph-rupp-1,Adolph Rupp,Kentucky,14-0 SEC,25,#FFFFFF,#000000,4,SEC,Kentucky,black,1931.0,Return,25,0,14,0,0.0
1955,adolph-rupp-1,Adolph Rupp,Kentucky,"13-2 SEC
Sweet 16",43,#0033A0,#FFFFFF,4,SEC,Kentucky,black,1931.0,Return,23,3,13,2,0.2
1956,adolph-rupp-1,Adolph Rupp,Kentucky,"12-2 SEC
Elite 8",45,#0033A0,#FFFFFF,4,SEC,Kentucky,black,1931.0,Return,20,6,12,2,0.25
1957,adolph-rupp-1,Adolph Rupp,Kentucky,"12-2 SEC
Elite 8",48,#0033A0,#FFFFFF,4,SEC,Kentucky,black,1931.0,Return,23,5,12,2,0.25
1958,adolph-rupp-1,Adolph Rupp,Kentucky,"12-2 SEC
Champion",123,#0033A0,#FFFFFF,4,SEC,Kentucky,black,1931.0,Return,23,6,12,2,1.0
1959,adolph-rupp-1,Adolph Rupp,Kentucky,"12-2 SEC
Sweet 16",44,#0033A0,#FFFFFF,4,SEC,Kentucky,black,1931.0,Return,24,3,12,2,0.2
1960,adolph-rupp-1,Adolph Rupp,Kentucky,10-4 SEC,18,#FFFFFF,#000000,4,SEC,Kentucky,black,1931.0,Return,18,7,10,4,0.0
1961,adolph-rupp-1,Adolph Rupp,Kentucky,"10-4 SEC
Elite 8",44,#0033A0,#FFFFFF,4,SEC,Kentucky,black,1931.0,Return,19,9,10,4,0.25
1962,adolph-rupp-1,Adolph Rupp,Kentucky,"13-1 SEC
Elite 8",48,#0033A0,#FFFFFF,4,SEC,Kentucky,black,1931.0,Return,23,3,13,1,0.25
1963,adolph-rupp-1,Adolph Rupp,Kentucky,8-6 SEC,16,#FFFFFF,#000000,4,SEC,Kentucky,black,1931.0,Return,16,9,8,6,0.0
1964,adolph-rupp-1,Adolph Rupp,Kentucky,"11-3 SEC
Sweet 16",41,#0033A0,#FFFFFF,4,SEC,Kentucky,black,1931.0,Return,21,6,11,3,0.2
1965,adolph-rupp-1,Adolph Rupp,Kentucky,10-6 SEC,15,#FFFFFF,#000000,4,SEC,Kentucky,black,1931.0,Return,15,10,10,6,0.0
1966,adolph-rupp-1,Adolph Rupp,Kentucky,"15-1 SEC
Runner-up",62,#0033A0,#FFFFFF,4,SEC,Kentucky,black,1931.0,Return,27,2,15,1,0.35000000000000003
1967,adolph-rupp-1,Adolph Rupp,Kentucky,8-10 SEC,13,#FFFFFF,#000000,4,SEC,Kentucky,black,1931.0,Return,13,13,8,10,0.0
1968,adolph-rupp-1,Adolph Rupp,Kentucky,"15-3 SEC
Elite 8",47,#0033A0,#FFFFFF,4,SEC,Kentucky,black,1931.0,Return,22,5,15,3,0.25
1969,adolph-rupp-1,Adolph Rupp,Kentucky,"16-2 SEC
Sweet 16",43,#0033A0,#FFFFFF,4,SEC,Kentucky,black,1931.0,Return,23,5,16,2,0.2
1970,adolph-rupp-1,Adolph Rupp,Kentucky,"17-1 SEC
Elite 8",51,#0033A0,#FFFFFF,4,SEC,Kentucky,black,1931.0,Return,26,2,17,1,0.25
1971,adolph-rupp-1,Adolph Rupp,Kentucky,"16-2 SEC
Sweet 16",42,#0033A0,#FFFFFF,4,SEC,Kentucky,black,1931.0,Return,22,6,16,2,0.2
1972,adolph-rupp-1,Adolph Rupp,Kentucky,"14-4 SEC
Elite 8",46,#0033A0,#FFFFFF,4,SEC,Kentucky,black,1931.0,Last,21,7,14,4,0.25
2024,adrian-autry-2,Adrian Autry,Syracuse,11-9 ACC,20,#FFFFFF,#000000,4,ACC,New York,black,2024.0,Return,20,12,11,9,0.0
2025,adrian-autry-2,Adrian Autry,Syracuse,7-13 ACC,14,#FFFFFF,#000000,4,ACC,New York,black,2024.0,Return,14,19,7,13,0.0
2026,adrian-autry-2,Adrian Autry,Syracuse,3-5 ACC,12,#FFFFFF,#000000,4,ACC,New York,black,2024.0,Last,12,9,3,5,0.0
1973,adrian-buoncristiani-1,Adrian Buoncristiani,Gonzaga,6-8 BSky,14,#FFFFFF,#000000,4,Big Sky,Washington,black,1973.0,Return,14,12,6,8,0.0
1974,adrian-buoncristiani-1,Adrian Buoncristiani,Gonzaga,7-7 BSky,13,#FFFFFF,#000000,4,Big Sky,Washington,black,1973.0,Return,13,13,7,7,0.0
1975,adrian-buoncristiani-1,Adrian Buoncristiani,Gonzaga,7-7 BSky,13,#FFFFFF,#000000,4,Big Sky,Washington,black,1973.0,Return,13,13,7,7,0.0
1976,adrian-buoncristiani-1,Adrian Buoncristiani,Gonzaga,5-9 BSky,13,#FFFFFF,#000000,4,Big Sky,Washington,black,1973.0,Return,13,13,5,9,0.0
1977,adrian-buoncristiani-1,Adrian Buoncristiani,Gonzaga,7-7 BSky,11,#FFFFFF,#000000,4,Big Sky,Washington,black,1973.0,Return,11,16,7,7,0.0
1978,adrian-buoncristiani-1,Adrian Buoncristiani,Gonzaga,7-7 BSky,14,#FFFFFF,#000000,4,Big Sky,Washington,black,1973.0,Resigned,14,15,7,7,0.0
1979,adrian-buoncristiani-1,Adrian Buoncristiani,Gonzaga,Resigned,0,#FFFFFF,#000000,0,Big Sky,Washington,white,1973.0,Last,,,,,
1916,ah-ward-1,A.H. Ward,Clemson,2-6,2,#FFFFFF,#000000,4,Ind,South Carolina,black,1916.0,Last,2,6,,,0.0
1980,ajac-triplett-1,Ajac Triplett,Delaware St.,4-2 MEAC,15,#FFFFFF,#000000,4,MEAC,Delaware,black,1980.0,Return,15,12,4,2,0.0
1981,ajac-triplett-1,Ajac Triplett,Delaware St.,3-7 MEAC,8,#FFFFFF,#000000,4,MEAC,Delaware,black,1980.0,Return,8,18,3,7,0.0
1982,ajac-triplett-1,Ajac Triplett,Delaware St.,4-8 MEAC,13,#FFFFFF,#000000,4,MEAC,Delaware,black,1980.0,Return,13,13,4,8,0.0
1983,ajac-triplett-1,Ajac Triplett,Delaware St.,5-7 MEAC,8,#FFFFFF,#000000,4,MEAC,Delaware,black,1980.0,Unknown,8,19,5,7,0.0
1984,ajac-triplett-1,Ajac Triplett,Delaware St.,?,0,#FFFFFF,#000000,0,MEAC,Delaware,white,1980.0,Last,,,,,
2013,aki-thomas-1,Aki Thomas,UMBC,5-11 AEC,8,#FFFFFF,#000000,4,AEC,Maryland,black,2013.0,Return,8,23,5,11,0.0
2014,aki-thomas-1,Aki Thomas,UMBC,5-11 AEC,9,#FFFFFF,#000000,4,AEC,Maryland,black,2013.0,Return,9,21,5,11,0.0
